id,genre,track_name,artist_name,valence,energy,danceability,acousticness,instrumentalness,liveness,loudness,speechiness,tempo
5AwDuIJ3UQ5duKCju8zzb2,disney,Grande Homem (Son Of Man),Various Artists,0.664,0.851,0.646,0.0432,0.000544,0.359,-5.231,0.034,141.645
2UodNcVXh3EAKgUj30JR6R,disney,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",James Newton Howard,0.33,0.597,0.531,0.000403,0.00105,0.063,-9.004,0.0324,110.791
6BfOhpHADzrvKN2kMPTMPv,disney,Overture - (The Nightmare Before Christmas),Various Artists,0.308,0.304,0.272,0.788,0.699,0.121,-14.773,0.0417,143.793
4r2IPR6tLBgF1dl2FqcPfF,disney,"A Girl Worth Fighting For (Redux) - From ""Mulan II""/Soundtrack Version",Various Artists,0.783,0.529,0.649,0.716,0.0,0.382,-10.121,0.0987,102.225
3tg5qQYoC7FarLuEZchaZm,disney,Angry Cricket,Various Artists,0.068,0.0247,0.345,0.955,0.426,0.163,-23.539,0.0459,132.163
71zGRXcskIVnPwjBLaSiK2,disney,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Various Artists,0.537,0.637,0.737,0.262,0.0,0.319,-6.308,0.0735,100.033
3IPnBzGRMg6BfViFxxa0Gq,disney,Voodoo People (Pendulum Mix),The Prodigy,0.512,0.963,0.446,0.000129,0.84,0.192,-5.553,0.0657,173.993
4IwnNqIML38mYMXGKVsScD,drum-and-bass,Ohrwurm,Various Artists,0.131,0.945,0.506,0.0443,0.837,0.39,-3.611,0.0549,174.172
3A4kyWfQUMDbxxIo5JiIJo,drum-and-bass,Hitz - Delta Heavy Remix,Chase & Status,0.258,0.801,0.418,9.69e-06,0.156,0.438,-5.449,0.0353,174.126
7zIEMiATwhrkTTtDP67ohb,drum-and-bass,Long Distance,Fred V & Grafix,0.277,0.914,0.407,8.12e-05,0.233,0.186,-4.531,0.0471,174.064
2FjKa1YG4rHkboNHsWO3iB,drum-and-bass,The Look - Camo & Krooked Remix,Metronomy,0.242,0.879,0.381,0.000284,0.0181,0.127,-4.84,0.0592,173.903
34P1Oyl7hvYQwIVmY41F61,drum-and-bass,Metropolis,Adam F,0.159,0.812,0.435,0.00695,0.843,0.352,-3.412,0.12,167.005
3cqrkwQDwITnjJkJgHsqUa,drum-and-bass,Epilogue - VIP Mix,Various Artists,0.213,0.98,0.187,0.000157,0.731,0.066,-7.584,0.0886,174.896
6zshd6W0i5Z17h7519saa4,drum-and-bass,Warhead - Ram Trilogy Remix,Various Artists,0.306,0.944,0.619,0.00022,0.863,0.0791,-4.901,0.0716,173.017
4DdJMFa53iDvXzPBKpKICx,drum-and-bass,We All - Blame Remix,Various Artists,0.146,0.916,0.353,0.000815,0.764,0.233,-3.657,0.0446,175.232
7jj3WOz7xCL93T90Ha3deG,drum-and-bass,Snow,Various Artists,0.843,0.936,0.568,0.00112,0.869,0.0571,-7.608,0.0448,175.002
1SEPNX4M86N7skvm2e2Rhb,drum-and-bass,Kill EVERYBODY,Skrillex,0.629,0.874,0.788,0.00219,0.00231,0.0998,-3.336,0.0805,126.988
6I9sncEmtGc9rpKyb8U1f8,drum-and-bass,Must Be The Feeling,NERO,0.548,0.794,0.615,0.00318,3.53e-05,0.624,-4.23,0.0909,128.085
134KWDWvckZcxlRLGq0IYi,drum-and-bass,You,S.P.Y,0.0893,0.873,0.328,0.109,0.634,0.383,-6.374,0.0535,174.957
1apqEUMhPZqBi7zrDqEYIB,drum-and-bass,It's Jazzy,Various Artists,0.596,0.769,0.634,0.00011,0.818,0.0922,-7.433,0.0576,176.881
5akfuWbwjiAvLtz9zv7li4,drum-and-bass,Desert Orgy,Phace & Misanthrop / Phace & Noisia,0.0482,0.699,0.42,0.0119,0.691,0.101,-5.198,0.306,171.899
6qvch1RQg9YYltSDSnAX0f,drum-and-bass,Forest Fires,Fred V & Grafix,0.461,0.903,0.464,0.00226,0.0336,0.111,-4.072,0.0527,174.082
4wMMiSEzBgqpkTX4XyTNOU,drum-and-bass,Bambaata - Break remix,SHY FX,0.435,0.993,0.566,0.00277,0.86,0.339,-3.713,0.259,174.042
4YsYrYUNs1UC3tEBxrw3h4,drum-and-bass,Blame,Hybrid Minds,0.704,0.499,0.702,0.00132,0.784,0.0909,-8.312,0.332,175.046
3qwKoaBa6UyPOtwnmAWSTS,drum-and-bass,Through The Night - Club Mix,Drumsound & Bassline Smith,0.354,0.96,0.344,7.42e-05,0.281,0.299,-3.975,0.036,174.891
3COuniT07kL55ebAUg1TFa,drum-and-bass,Nowhere,Various Artists,0.0628,0.977,0.385,0.000291,0.000314,0.533,-2.034,0.0481,173.051
18SMhzc3y8AO4WcnjyVzrA,drum-and-bass,Rising Up,Mattix,0.101,0.888,0.417,0.000187,0.88,0.233,-3.918,0.041,175.049
7EDtpBZsS6JPUc36NAn7SO,drum-and-bass,Titanium,Ed Rush,0.0419,0.873,0.56,0.000284,0.859,0.0936,-5.092,0.0691,175.043
19NM0OIDHBuDpMfHi9QMvD,drum-and-bass,Lazerbeam,ShockOne,0.217,0.927,0.398,0.000121,0.000574,0.38,-3.821,0.156,174.781
3QWUAMLexvHSOsBEKMilAM,drum-and-bass,Me And You,NERO,0.236,0.925,0.42,8.53e-05,0.874,0.152,-3.745,0.0381,144.047
6DEeUrq2VhjAj6KOhZcsu3,drum-and-bass,Killers Don't Die,DJ Hazard,0.353,0.974,0.648,0.00946,0.921,0.0513,-2.004,0.11,175.005
7rbZWmTshOcaIlvgpLqXLX,drum-and-bass,Turner Road,Various Artists,0.383,0.878,0.514,0.000302,0.866,0.0789,-9.933,0.0525,175.991
5NE76zgyrBhV6W454cD2dE,drum-and-bass,Chemicals,Various Artists,0.175,0.8,0.471,2.47e-05,0.715,0.186,-5.892,0.0355,173.014
1hCDqrMiUaYaGt8jVDFNLd,drum-and-bass,Beautiful,Brookes Brothers,0.351,0.974,0.433,5.72e-05,0.32,0.107,-3.944,0.054,173.964
6P4yPv4gMr30vE44R4w6PU,drum-and-bass,You Cry,Camo & Krooked,0.17,0.913,0.426,0.028,0.545,0.316,-6.059,0.0526,175.009
5KG54kWnfzP8oT22vLJC3d,drum-and-bass,Don't Look Down (feat. Calyx & Teebee),Break,0.108,0.937,0.497,7.68e-05,0.679,0.843,-4.834,0.0602,174.008
3uQhoTXwt4fFjgSisYImJ0,drum-and-bass,Someone - The Prototypes Remix,Friction,0.188,0.7,0.51,0.0212,0.0234,0.1,-6.156,0.0392,173.972
0wfplXvoyb8vY4MjFw0pDz,drum-and-bass,Square Feet - Original Mix,Noisia,0.111,0.439,0.752,0.0451,0.886,0.124,-6.444,0.192,85.975
3TSnbRCElN4JzIiemCzY7J,drum-and-bass,Penamana,Various Artists,0.201,0.97,0.396,9.43e-05,0.886,0.289,-4.145,0.0641,175.061
2mJ53CWjqiv08iZmTCjNF7,drum-and-bass,Inner City Life - Baby Boy's Edit,Goldie,0.153,0.606,0.327,0.058,0.00114,0.309,-10.38,0.0404,95.961
6mJb8G16Y65z3Xsl4IXxYt,drum-and-bass,"The Island, Pt. II (Dusk)",Pendulum,0.176,0.968,0.672,1.25e-05,0.754,0.29,-3.371,0.119,125.983
26s79pNvksAh8tlEembKm3,drum-and-bass,Ghost Assassin - Original Mix,Maduk,0.0798,0.923,0.483,0.00809,4.06e-05,0.0929,-4.477,0.0475,176.001
3VPBqHUd17ZvEgabW9ZOUU,drum-and-bass,Mercenary - Original Mix,Various Artists,0.337,0.99,0.402,0.00242,0.498,0.275,-0.537,0.0457,169.988
4InW9ynMS1aTIeFSMvHjD7,drum-and-bass,Everything's Different - Calibre Remix,Various Artists,0.549,0.795,0.561,0.0112,0.145,0.327,-6.66,0.0485,174.99
74uiiVGp7ziVpB2ofv64l6,drum-and-bass,There For Me - Original Mix,Various Artists,0.308,0.905,0.374,0.00998,0.722,0.238,-6.52,0.0368,169.997
4FRpR1UFLaIk2eEmKoB0hF,drum-and-bass,Must Be The Feeling - Brookes Brothers Remix,NERO,0.594,0.924,0.26,7.23e-05,0.556,0.348,-3.297,0.0426,86.994
5zQWvvkQPsDytutZhFT0eR,drum-and-bass,Billion Dollar Gravy,London Elektricity,0.479,0.833,0.483,0.000112,0.8,0.0874,-8.468,0.0408,173.025
0LPGnmxeAFwabBQfssX65M,drum-and-bass,Angels Fell,Various Artists,0.366,0.923,0.619,0.0324,0.87,0.0687,-5.607,0.0955,159.831
3IOGAOqhGeaEzGMkmuhTf3,drum-and-bass,I Need You,Rameses B,0.19,0.703,0.524,0.00165,0.0884,0.212,-7.035,0.055,140.022
61uOSqcShc3TzIlnCurRtz,drum-and-bass,Pressure Drop VIP,Dieselboy,0.153,0.983,0.495,0.000204,0.902,0.21,-6.721,0.121,91.038
375cJxv4cKib5U08Oj2aem,drum-and-bass,Spitfire,The Prodigy,0.258,0.918,0.574,0.00107,0.528,0.0268,-2.71,0.0402,119.051
5hvegt2rnsuCMhDOXkPffC,drum-and-bass,Evil Beauty,Blackmill,0.456,0.581,0.652,0.337,0.000101,0.0857,-8.511,0.0353,139.982
4FXj4ZKMO2dSkqiAhV7L8t,drum-and-bass,Machine,Logistics,0.925,0.996,0.447,2.82e-05,0.805,0.0809,-3.78,0.0741,174.03
1ymVoSCMTV5b7urFJRoFhS,drum-and-bass,Tarantula (Pendulum vs Fresh Feat: $pyda & Tenor Fly) - Live at Brixton Academy,Pendulum,0.326,0.893,0.516,4.09e-05,0.0952,0.981,-5.434,0.0309,87.054
4VtC5jpW4jza3oF6HGd657,drum-and-bass,Reincarnation,Camo & Krooked,0.473,0.722,0.493,0.00028,0.955,0.0499,-3.522,0.0425,174.988
0D49B34x9xT1SyUq23GnxI,drum-and-bass,Wobble - Stumped Up Mix,Aphrodite,0.352,0.894,0.686,0.02,0.914,0.0715,-7.278,0.0687,86.758
3QweRClmbYX4OX26sbLNxq,drum-and-bass,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811,0.794,0.0426,1.07e-06,0.101,-8.966,0.038,116.047
7DtKDtI9HfKJK14Ib9X8rX,dub,Sick Tonight - Doctor P Remix,Dan Le Sac,0.123,0.817,0.381,0.000811,3.54e-05,0.0459,-4.372,0.115,83.963
3XFHeOztekxtWGqZ4arU6F,dub,Kashmir (feat. Edgar Froese) [Dubstep Remix],Various Artists,0.155,0.772,0.496,0.00113,0.498,0.172,-7.252,0.0447,139.928
0wvheqOjyRlz6woENqtWmb,dub,Rubadub Shakedown,Rusko,0.641,0.397,0.871,0.0192,0.00875,0.094,-5.482,0.212,88.377
5BJoVbcufI9m0V8AzwBfok,dub,Time,Chase & Status,0.44,0.919,0.531,0.000214,0.000846,0.135,-5.531,0.043,139.945
3A2RiMfyOrRgezvBR4i1vX,dub,Rude Boy,Zeds Dead,0.453,0.858,0.568,0.0308,0.778,0.108,-2.442,0.307,139.795
2nz6tKHsV0GJhwaXIOvYz5,dub,Titanium (feat. Sia),David Guetta,0.301,0.787,0.604,0.0679,0.15,0.127,-3.674,0.103,126.062
0TDLuuLlV54CkRRUOahJb4,dub,Invaders Must Die,The Prodigy,0.0993,0.9,0.6,0.000514,0.902,0.111,-5.171,0.0541,140.035
6FmSCambSeWTMvWSUco4EO,dub,Recess,Skrillex,0.132,0.93,0.658,0.0236,0.0,0.578,-2.912,0.141,104.018
1RJZLVGpBG9nNZiHRQSWTp,dub,All In,Dubba Jonny,0.547,0.921,0.487,0.000192,0.274,0.259,-6.18,0.036,140.105
0Ff0IZy22ygaykCe2iAG01,dub,Heads Up - 2011 Version,Bassnectar,0.281,0.95,0.387,5.98e-05,0.751,0.29,-4.317,0.0768,179.977
2HWxVlCeGGPerBOJr0ML43,dub,We Will Rock You (Dubstep Remix),Various Artists,0.718,0.947,0.558,0.0274,5.88e-05,0.302,-4.507,0.192,162.098
2keEX3TAo8EDupHSAHzUdB,dub,Rave Review,Skism,0.35,0.961,0.352,0.0135,0.351,0.589,-6.724,0.108,140.06
1Fm0TakoRDhp3AbgJfG9KX,dub,Falling Down - Radio Edit,Sub Focus,0.0459,0.857,0.432,0.0038,0.00463,0.128,-5.579,0.0575,140.029
5XKU1x7nVAU7Rw8A9ufEYG,dub,U R So Fucked,Infected Mushroom,0.254,0.789,0.528,0.113,0.0649,0.107,-5.453,0.242,101.984
2aqbz3zEcgIyz23VCVc6xH,dub,A Brief Tutorial On Vip Production - Vip,Dubba Jonny,0.336,0.9,0.507,7.74e-05,0.716,0.0767,-5.565,0.0862,140.098
1FgbslUrD0hTVw0usa4YLs,dub,Stabs,Various Artists,0.259,0.862,0.415,0.000646,0.854,0.145,-5.082,0.0458,139.445
1aFWI9NsKlmD4GbqK3J7NP,dub,Tourniquet,Knife Party,0.204,0.915,0.686,1.77e-05,0.927,0.328,-4.824,0.12,128.022
1yqVBcyQS203ZSFGkIWEEm,dub,Time - Radio Edit,Chase & Status,0.386,0.9,0.54,0.000607,4.14e-06,0.101,-5.239,0.0482,139.962
0wb7CPHBIISYjjU1wiwZVn,dub,Pass the Dutchie (Dubstep Remix),Various Artists,0.677,0.914,0.709,0.0329,0.0,0.364,-3.439,0.231,144.911
02aBoHMrljiQnkPtoGzbZW,dub,Watercolour - Full Version; Single,Pendulum,0.197,0.925,0.392,0.000134,0.0649,0.306,-4.329,0.145,174.05
6HNGXmc7A14zeeWTj4gzz8,dub,Kill EVERYBODY,Skrillex,0.629,0.874,0.788,0.00219,0.00231,0.0998,-3.336,0.0805,126.988
5CN8vzjNuT0NpnUeBfl50u,dub,Werewolf - VIP Edit,Figure,0.313,0.739,0.62,0.00519,0.00574,0.0982,-5.993,0.341,145.173
6NfT2FcVntlWaYV7HRmID6,dub,Music Is Dead,Various Artists,0.434,0.979,0.656,0.0036,0.0161,0.104,-1.451,0.0421,112.006
0Zf0dNgSsoBVWfdw4zngs4,dub,Don't You Worry Child - Radio Edit,Swedish House Mafia,0.438,0.84,0.612,0.112,0.0,0.116,-3.145,0.0509,129.042
2V65y3PX4DkRhy1djlxd9p,dub,The Trumpeter - Subscape Remix,Ray Foxx,0.176,0.871,0.507,0.0002,0.911,0.0725,-6.194,0.0301,140.041
1FjFL9rxg2nkmAkrHuhlYc,dub,Electroland Dubstep,Various Artists,0.302,0.417,0.597,0.0557,0.825,0.126,-16.063,0.0294,131.973
4F9gnSnIYKamgtvZ5DV7Vo,dub,Laughter Crescendo [2012 Version],Bassnectar,0.148,0.829,0.583,0.415,0.192,0.338,-4.254,0.0666,179.928
3PG5x84fQ8OkiENLRXUJZp,dub,Archangel,Burial,0.521,0.849,0.617,0.463,0.516,0.116,-10.123,0.165,135.277
63FmCXIc4lmEq9fNqGkQ57,dub,Innocence - Original Mix,NERO,0.0622,0.732,0.375,0.00142,0.278,0.0661,-5.679,0.0648,137.169
6XpKCDiyuM7iZvyEIBpoHB,dub,Replay,Various Artists,0.293,0.479,0.77,0.0959,0.641,0.13,-8.923,0.13,75.024
21DqtK3Yca5ExNeJNCfYRj,dub,Youth (Adventure Club Remix),Foxes,0.254,0.71,0.463,0.00785,2.11e-05,0.0668,-2.865,0.0447,139.726
4n0isQrD9b9lOoSs7zKogy,dub,Feel So Close - Radio Edit,Calvin Harris,0.919,0.924,0.707,0.000972,0.00703,0.204,-2.842,0.031,127.937
1gihuPhrLraKYrJMAEONyc,dub,Sleepwalker (Invader! Remix),Various Artists,0.455,0.901,0.558,0.00306,0.0862,0.0898,-4.219,0.0632,152.96
6UKpIIjyM3NOvXY1jYQSjR,dub,Dying feat. Ultraviolet Sound & Emily Hudson,Kill The Noise,0.225,0.544,0.614,0.00422,0.19,0.0855,-7.063,0.0351,140.109
3Hwrgak91wAycSfTVd8mqn,dub,What,Bassnectar,0.317,0.975,0.55,0.000258,0.0748,0.381,-1.418,0.0374,139.957
4umWM9ajmlpIOP5UnxTgnF,dub,My Prerogative (Wunderbros Dubstep Mix),Various Artists,0.337,0.914,0.62,0.135,9.62e-06,0.113,-7.146,0.333,136.147
6Grb0HIEEo3aClEHgMQkgD,dub,Kyoto (feat. Sirah),Skrillex,0.219,0.92,0.605,0.0012,0.000596,0.483,-2.298,0.0713,174.974
3FUZpoj9VV0sgc8RqbS3xQ,dub,Android Porn,Various Artists,0.392,0.495,0.539,0.0107,0.791,0.486,-9.895,0.105,94.747
4DIdJkGctTM9v5tM4oit4I,dub,We Found Love,Rihanna,0.609,0.74,0.755,0.0225,0.00139,0.124,-4.951,0.0407,127.98
6iBzUjscIAeQ2vKV67UuZM,dub,To The Stars - Original Mix,Feed Me,0.409,0.859,0.706,0.0088,0.178,0.104,-4.665,0.143,128.011
0THo2D68rpN9jc6EpDbxrn,dub,Funk Blaster,KOAN Sound,0.472,0.579,0.666,0.00126,0.637,0.109,-5.293,0.0626,99.989
42iWR5hjH7Yv34mgOgzUaM,dub,Fucking Noise,Flux Pavilion,0.126,0.921,0.684,0.000413,0.0703,0.337,-6.329,0.322,139.775
7pSL8v5Ac2e9wb0G8aBVpP,dub,Etude,NERO,0.155,0.703,0.605,0.00378,0.847,0.0948,-3.86,0.043,123.015
3whsmPRiQBK1VSkZt9GJl1,dub,One,Swedish House Mafia,0.212,0.731,0.887,0.00422,0.899,0.0603,-5.331,0.0769,125.025
4xr1Azj8mCbz6u8CITf8ef,dub,Weatherman,Various Artists,0.338,0.918,0.697,0.0072,0.879,0.109,-7.662,0.0704,139.996
2xAfbt99L3ceGSW2ynzmBc,dub,Krokobil,Yellow Claw,0.556,0.949,0.716,0.0183,0.00148,0.0901,-3.42,0.0863,111.005
6T32s2leaz0SXYCjo8Aj4u,dub,Hush Now (501 Remix),L.A.O.S,0.0734,0.816,0.558,0.0115,0.121,0.0851,-6.282,0.0748,140.179
0GZrf19S4472ysky5ODe2c,dubstep,"Goin' In - Skrillex ""Goin' Down"" Mix",Birdy Nam Nam,0.613,0.878,0.768,0.0318,0.0,0.175,-6.737,0.129,140.025
4umJdGPLqluf9TdXlwifvy,dubstep,Heads Up (The Glitch Mob Remix),Bassnectar,0.332,0.863,0.597,0.00157,0.942,0.103,-5.57,0.0596,150.089
2mtZIYe8uK59Uk2er1MRIa,dubstep,Dont Tell It,Dubsidia,0.657,0.972,0.731,0.105,0.547,0.193,-4.9,0.305,140.055
2YWT4D7AmTUkdJiFmOzfak,dubstep,Tron,Joker,0.373,0.73,0.371,0.00761,0.82,0.154,-7.088,0.434,174.241
3ijQRtkFfvGk1lvA8qF1Vc,dubstep,The Sadness Will Never End - Skrillex Remix,Bring Me The Horizon,0.609,0.928,0.781,0.00331,0.00839,0.0429,-5.548,0.263,133.981
04l4Ueq5FzSbTvxBqJ1ehu,dubstep,Smack My Bitch Up (Noisia Remix),The Prodigy,0.342,0.987,0.478,0.000706,0.119,0.0751,-2.913,0.102,140.037
4ndYuCdyCueaYWbROBusyU,dubstep,Recess,Skrillex,0.132,0.93,0.658,0.0236,0.0,0.578,-2.912,0.141,104.018
5l6tv2lFylSdCgkWyfHC0P,dubstep,Lightspeed,Kill The Noise & Datsik,0.224,0.728,0.637,0.00191,0.547,0.0955,-9.106,0.138,128.127
7CWYmjxAtykzkZyGgcnowJ,dubstep,Decisions,Borgore,0.558,0.911,0.552,0.00224,0.0,0.344,-1.652,0.069,139.979
5W9OWL9fs1FnTVuVJpjOV4,dubstep,Black Books,Doctor P,0.84,0.959,0.632,0.000231,0.88,0.343,-5.288,0.0413,140.079
0yWwd1B1I9h9eSGjeTRJkE,dubstep,Take Me To The Hospital - Rusko Remix,The Prodigy,0.279,0.752,0.718,0.000143,0.919,0.794,-8.694,0.106,140.056
1yt5V0Nv3lIDtaseaRNM28,dubstep,Deal With It (KOAN Sound Remix),Kill The Noise,0.316,0.888,0.624,0.0185,0.0811,0.116,-3.622,0.0844,174.057
3UYMUN80QYhs58NtHbdnNB,dubstep,Digitoxin,Au5,0.16,0.763,0.576,3.48e-05,0.782,0.37,-6.505,0.0356,145.021
2OtLX4YyNVeDT2e2AmJAGm,dubstep,Levels - Skrillex Remix,Avicii,0.346,0.91,0.615,0.00761,0.0067,0.16,-2.825,0.0762,140.0
5f6igUw1asUL4AGXSvgTW8,dubstep,Reasons (feat. Andrew Allen),Various Artists,0.799,0.705,0.82,0.0412,0.0218,0.0523,-6.769,0.0531,127.983
53vJGKfm25KT22hXvCTU4I,dubstep,Won't You (Be There),NERO,0.0337,0.683,0.173,0.0138,0.319,0.123,-3.567,0.0524,96.952
1KE3QtMWpWvam8IaawEKZ7,dubstep,Fall Of The Republic - Original Mix,Arkasia,0.421,0.705,0.367,0.000599,0.00237,0.197,-6.298,0.0518,139.338
6E4Wif38jr6B9l1jyMj8FL,dubstep,Rocket Fuel,Liquid Stranger,0.358,0.723,0.823,0.0509,0.00171,0.119,-7.54,0.499,140.07
1Kp29VA7hByaRw7qkH7tAU,dubstep,Bass Head (MRK1 Remix),Bassnectar,0.392,0.845,0.706,0.000112,0.338,0.839,-5.083,0.0341,140.021
6O1gYtoVNn4MNXFjYqGaEO,dubstep,Boss - Original,DotEXE,0.205,0.638,0.587,0.108,0.00365,0.266,-9.87,0.051,70.085
2chQzJGEjrLlPzNoWBChwa,dubstep,Tsunami,DVBBS,0.273,0.844,0.688,0.0472,0.643,0.0942,-5.353,0.0511,128.04
2xMS1khdU5FHX1KEiNTVdi,dubstep,Gold (feat. Yuna),Adventure Club,0.189,0.675,0.479,0.0319,0.00536,0.128,-4.893,0.0413,145.022
2KlZexJjJPuNWcN5uAG1GU,dubstep,Filth,Dodge & Fuski,0.497,0.887,0.473,3.44e-05,0.484,0.264,-5.847,0.0296,140.003
5S6lCstycg0c3UVrDNvPwb,dubstep,Show You - Dubba Jonny Remix,InContext,0.247,0.746,0.595,7.41e-05,0.743,0.0766,-9.519,0.0355,139.976
0ydi4AWyWjhR0NhF3T9lXD,dubstep,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931,0.377,0.00601,0.00845,0.169,-4.758,0.0397,173.995
6yjAyvpNtw28UNjF0benT8,dubstep,Fire (feat. Ms Dynamite),Magnetic Man,0.666,0.841,0.825,0.0139,4.76e-06,0.0866,-4.105,0.134,139.814
5vlmyGaKZCJGGPLmDxzlOB,dubstep,Breakdown,Document One,0.0929,0.724,0.64,0.00224,0.316,0.076,-7.734,0.0717,141.991
3lpgEq1MBOodkSXXe8Rnbr,dubstep,Breathless,Bassnectar,0.0829,0.959,0.386,3.14e-05,0.667,0.205,-3.682,0.0855,174.99
7hEMRbs1ROzZXXO2CRGqwl,dubstep,Movements (Zomboy Remix),Dead C.A.T Bounce,0.275,0.917,0.561,2.48e-05,0.223,0.0973,-4.411,0.0451,140.026
52kVHrcLehs726RzBj0ZkD,dubstep,Play Hard,Krewella,0.312,0.902,0.72,0.00166,0.02,0.266,-1.364,0.113,128.025
1fXmeYsGbs8Mtp6ozgzB8r,dubstep,Future Proof (Original Mix),Calvertron,0.486,0.859,0.552,0.00128,0.57,0.0337,-1.174,0.135,140.065
5GQr8fcJI5OChR633RvOia,dubstep,Out The Blue - Xilent Remix,Sub Focus,0.212,0.966,0.369,0.0121,0.00314,0.131,-5.261,0.272,139.879
6FNFYXo2icclp2gvWEmeEd,dubstep,We Are One (feat. Splitbreed),Various Artists,0.496,0.977,0.738,0.0127,0.000553,0.126,-2.307,0.125,110.035
6HHilaGz3n757PQQvE9SxQ,dubstep,Icarus,Madeon,0.143,0.841,0.48,0.000245,0.303,0.111,-2.267,0.0529,126.113
15ccEhr9NN3Blmdr0hQwj9,dubstep,Kiss My Lips (feat. Dev),Borgore,0.596,0.925,0.579,9.19e-05,0.774,0.27,-3.576,0.0476,144.092
3NpICsYJo3JkBia9Dj5noT,dubstep,I Still Can't Stop,Flux Pavilion,0.124,0.855,0.661,0.000847,0.0186,0.206,-6.263,0.0419,140.02
2ClWt2RN5FdNthxgR2VRDF,dubstep,Universe,Various Artists,0.294,0.88,0.397,0.018,0.000517,0.149,-3.531,0.0923,139.516
4DqvFOvWWRCqCwyNqvHuAv,dubstep,Shut up & Let It Go (Bar9 Remix),Sidney Samson,0.0361,0.804,0.445,0.000924,0.0772,0.28,-6.195,0.0483,104.943
5PQKOXpXwxiZ4IexttAbG2,dubstep,Hot Right Now (feat. RITA ORA),Rita Ora,0.41,0.961,0.543,0.000964,0.00251,0.225,-2.219,0.0411,174.956
4EbzxDt0bgOBcZ0wklVAQj,dubstep,Power,Ajapai,0.346,0.968,0.536,0.000162,0.699,0.0931,-2.952,0.112,140.019
4WfBnI0frO5vv527k4bPHO,dubstep,Daydreamer (feat. Example) - Extended Version,Flux Pavilion,0.451,0.885,0.555,0.0033,0.127,0.223,-6.038,0.0328,141.343
32umxnWHwaBbAebfg8qHE2,dubstep,Spectrum - Radio Mix,Zedd,0.381,0.789,0.618,0.0148,0.00604,0.126,-4.393,0.0349,129.923
0r9Dtmw0gstt9eC2dAjf2Z,dubstep,Etude,NERO,0.155,0.703,0.605,0.00378,0.847,0.0948,-3.86,0.043,123.015
73Qi2tIi45XtmqNDTrH3cE,dubstep,Propane Nightmares,Pendulum,0.215,0.966,0.356,0.000262,0.148,0.192,-4.13,0.0825,173.992
6tC2iHfUlzB2W4ntXXL2BH,dubstep,Up In The Club,Terravita,0.481,0.98,0.593,0.00223,0.793,0.0745,-3.824,0.0846,174.059
26UuXlra3aPPK7M20WrdQ5,dubstep,Light The Fuse,Datsik,0.649,0.908,0.706,0.000111,0.872,0.0678,-3.376,0.0365,110.042
6illHhZLQm5s3tee1Vjd4n,dubstep,I.D.G.A.F.O.S.,Dillon Francis,0.13,0.93,0.666,0.00168,0.000397,0.341,-3.826,0.0406,110.018
7FwsJLYnRNboaN7suQQePz,edm,We Can Make The World Stop,The Glitch Mob,0.154,0.836,0.563,0.000846,0.5,0.116,-5.891,0.0357,105.006
48n92l7OnLEURhalUBtsl7,edm,Bigfoot - Dillon Francis Remix,W&W,0.18,0.907,0.519,0.00203,0.909,0.494,-4.0,0.0862,140.11
4SQfQuxYQx8DJQB88sQmVT,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.602,0.803,0.653,0.0983,0.07,0.0685,-5.834,0.0419,131.034
28hs4m9Uf0M9lyO4qV3WnX,edm,Need Your Heart (feat. Kai),Adventure Club,0.166,0.712,0.41,0.00512,5.23e-05,0.164,-4.281,0.0392,140.093
2L7plRhGDguuuM9J1u5R7x,edm,Across the Pond,Ianick,0.283,0.776,0.666,0.00189,0.782,0.122,-5.026,0.0396,123.972
5dKjrBLRbu2knbRC3K4OG5,edm,Kuaga,Pierce Fulton,0.493,0.912,0.723,0.00379,0.729,0.0554,-4.889,0.0783,127.998
76Qwq652kO20NZFjU4Ma8D,edm,Feel So Close - Nero Remix,Calvin Harris,0.155,0.818,0.415,0.000266,2.19e-05,0.239,-3.066,0.0358,139.981
4vyEY2Nd22H4ErNjSv2qzq,edm,B4 the Dual,Benga,0.177,0.68,0.759,0.00981,0.666,0.365,-8.268,0.0778,139.983
78upcMhaz0KEaZWGOsQzg0,edm,Staying (DotEXE Remix),Koda,0.18,0.788,0.491,0.155,0.0263,0.0807,-6.298,0.0362,180.048
0I7ouoTZnPY76XWsnHuJkl,edm,Que Sera,Wax Tailor,0.443,0.73,0.581,0.263,0.421,0.159,-5.038,0.107,165.843
61KHfpOOqUgSWpzfpufkzs,edm,Hyperparadise - Flume Remix,Flume,0.343,0.838,0.584,0.0597,0.38,0.086,-7.711,0.0906,145.001
3Qn3LhREMyvnvj9ujRugd3,edm,"Goin' In - Skrillex ""Goin' Hard"" Mix",Birdy Nam Nam,0.593,0.93,0.689,0.00587,0.00393,0.467,-6.958,0.162,174.018
3RWnOQTAOOvkoe02KIS9dP,edm,High School Art Class,Pretty Lights,0.43,0.81,0.691,0.407,0.064,0.0766,-5.274,0.166,106.935
